Timestamp,Dancer_Setpoint,Dancer_Process_Value,Dancer_Output,Nip_Setpoint,Nip_Process_Value,Nip_Output,Line_Speed,Pressure,Quality_Score,Shift,Demo_Event
2026-09-16T01:00:00.000Z,50,50.024,48.115,42,42.225,43.036,132.684,6.644,97.738,C,Wysoka prędkość — górny próg
2026-09-16T01:05:00.000Z,50,50.118,48.441,42,42.221,42.966,132.638,6.657,97.73,C,Wysoka prędkość — górny próg
2026-09-16T01:10:00.000Z,50,50.224,48.719,42,42.224,42.92,122.063,6.249,98.821,C,Praca stabilna
2026-09-16T01:15:00.000Z,50,50.333,48.943,42,42.242,42.901,121.959,6.261,98.809,C,Praca stabilna
2026-09-16T01:20:00.000Z,50,50.435,49.111,42,42.275,42.908,121.827,6.272,98.796,C,Praca stabilna
2026-09-16T01:25:00.000Z,50,50.519,49.226,42,42.32,42.942,121.671,6.282,98.781,C,Praca stabilna
2026-09-16T01:30:00.000Z,50,50.575,49.294,42,42.37,43.002,121.491,6.292,98.765,C,Praca stabilna
2026-09-16T01:35:00.000Z,50,50.597,49.325,42,42.415,43.086,121.291,6.3,98.747,C,Praca stabilna
2026-09-16T01:40:00.000Z,50,50.584,49.326,42,42.443,43.193,121.073,6.306,98.728,C,Praca stabilna
2026-09-16T01:45:00.000Z,50,50.538,49.305,42,42.448,43.319,120.84,6.312,98.708,C,Praca stabilna
2026-09-16T01:50:00.000Z,50,50.466,49.267,42,42.424,43.461,120.596,6.316,98.687,C,Praca stabilna
2026-09-16T01:55:00.000Z,50,50.377,49.213,42,42.372,43.617,120.343,6.319,98.665,C,Praca stabilna
2026-09-16T02:00:00.000Z,50,50.283,49.141,42,42.298,43.782,120.086,6.32,98.643,C,Praca stabilna
2026-09-16T02:05:00.000Z,50,50.192,49.047,42,42.21,43.953,119.827,6.32,98.62,C,Praca stabilna
2026-09-16T02:10:00.000Z,50,50.113,48.924,42,42.119,44.124,119.571,6.318,98.598,C,Praca stabilna
2026-09-16T02:15:00.000Z,50,50.05,48.766,42,42.037,44.293,119.321,6.315,98.575,C,Praca stabilna
2026-09-16T02:20:00.000Z,50,50.003,48.567,42,41.972,44.454,119.08,6.31,98.553,C,Praca stabilna
2026-09-16T02:25:00.000Z,50,49.969,48.327,42,41.928,44.605,118.852,6.304,98.531,C,Praca stabilna
2026-09-16T02:30:00.000Z,50,49.941,48.046,42,41.904,44.74,118.639,6.297,98.509,C,Praca stabilna
2026-09-16T02:35:00.000Z,50,49.912,47.733,42,41.894,44.858,118.446,6.289,98.488,C,Praca stabilna
2026-09-16T02:40:00.000Z,50,49.875,47.399,42,41.89,44.955,118.274,6.279,98.468,C,Praca stabilna
2026-09-16T02:45:00.000Z,50,49.825,47.062,42,41.883,45.028,118.126,6.269,98.45,C,Praca stabilna
2026-09-16T02:50:00.000Z,50,49.761,46.741,42,41.863,45.076,118.003,6.257,98.432,C,Praca stabilna
2026-09-16T02:55:00.000Z,50,49.686,46.46,42,41.828,45.099,117.909,6.245,98.416,C,Praca stabilna
2026-09-16T03:00:00.000Z,50,49.606,46.238,42,41.776,45.094,117.843,6.233,98.401,C,Praca stabilna
2026-09-16T03:05:00.000Z,50,49.529,46.095,42,41.711,45.063,117.807,6.219,98.388,C,Praca stabilna
2026-09-16T03:10:00.000Z,50,49.466,46.045,42,41.643,45.005,117.802,6.206,98.377,C,Praca stabilna
2026-09-16T03:15:00.000Z,50,49.427,46.097,42,41.583,44.924,117.826,6.193,98.368,C,Praca stabilna
2026-09-16T03:20:00.000Z,50,49.418,46.249,42,41.539,44.82,117.881,6.18,98.36,C,Praca stabilna
2026-09-16T03:25:00.000Z,50,49.445,46.496,42,41.522,44.695,117.965,6.167,98.355,C,Praca stabilna
2026-09-16T03:30:00.000Z,50,49.505,46.823,42,41.534,44.554,118.078,6.154,98.351,C,Praca stabilna
2026-09-16T03:35:00.000Z,50,49.594,47.209,42,41.574,44.4,118.216,6.142,98.35,C,Praca stabilna
2026-09-16T03:40:00.000Z,50,49.703,47.63,42,41.637,44.235,110.38,6.131,98.351,C,Kontrolowane spowolnienie
2026-09-16T03:45:00.000Z,50,49.822,48.059,42,41.713,44.065,110.566,6.12,98.353,C,Kontrolowane spowolnienie
2026-09-16T03:50:00.000Z,50,49.938,48.469,42,41.79,43.894,110.772,6.111,98.358,C,Kontrolowane spowolnienie
2026-09-16T03:55:00.000Z,50,50.043,48.838,42,41.859,43.725,110.994,6.103,98.365,C,Kontrolowane spowolnienie
2026-09-16T04:00:00.000Z,50,50.128,49.146,42,41.912,43.562,111.231,6.095,98.374,C,Kontrolowane spowolnienie
2026-09-16T04:05:00.000Z,50,50.19,49.381,42,41.947,43.411,111.478,6.09,98.384,C,Kontrolowane spowolnienie
2026-09-16T04:10:00.000Z,50,50.231,49.536,42,41.966,43.273,111.733,6.085,98.397,C,Kontrolowane spowolnienie
2026-09-16T04:15:00.000Z,50,50.256,49.612,42,41.974,43.154,119.991,6.082,98.411,C,Praca stabilna
2026-09-16T04:20:00.000Z,50,50.27,49.614,42,41.98,43.055,120.249,6.08,98.426,C,Praca stabilna
2026-09-16T04:25:00.000Z,50,50.282,49.553,42,41.995,42.979,120.504,6.08,98.443,C,Praca stabilna
2026-09-16T04:30:00.000Z,50,50.299,49.443,42,42.026,42.927,120.752,6.081,98.461,C,Praca stabilna
2026-09-16T04:35:00.000Z,50,50.325,49.298,42,42.075,42.903,120.989,6.084,98.481,C,Praca stabilna
2026-09-16T04:40:00.000Z,50,50.36,49.131,42,42.143,42.904,121.213,6.088,98.501,C,Praca stabilna
2026-09-16T04:45:00.000Z,50,50.403,48.952,42,42.223,42.933,121.42,6.094,98.523,C,Praca stabilna
2026-09-16T04:50:00.000Z,50,50.447,48.769,42,42.306,42.987,121.608,6.101,98.545,C,Praca stabilna
2026-09-16T04:55:00.000Z,50,50.483,48.586,42,42.381,43.066,121.773,6.109,98.567,C,Praca stabilna
2026-09-16T05:00:00.000Z,50,50.503,48.402,42,42.437,43.168,121.913,6.118,98.59,C,Praca stabilna
2026-09-16T05:05:00.000Z,50,50.497,48.216,42,42.468,43.29,122.028,6.129,98.612,C,Praca stabilna
2026-09-16T05:10:00.000Z,50,50.461,48.022,42,42.468,43.43,122.114,6.14,98.635,C,Praca stabilna
2026-09-16T05:15:00.000Z,50,50.393,47.818,42,42.441,43.583,122.171,6.152,98.657,C,Praca stabilna
2026-09-16T05:20:00.000Z,50,50.297,47.6,42,42.393,43.747,122.198,6.164,98.679,C,Praca stabilna
2026-09-16T05:25:00.000Z,50,50.178,47.371,42,42.333,43.916,122.194,6.177,98.7,C,Praca stabilna
2026-09-16T05:30:00.000Z,50,50.049,47.134,42,42.273,44.088,122.161,6.19,98.721,C,Praca stabilna
2026-09-16T05:35:00.000Z,50,49.92,46.898,42,42.221,44.258,122.097,6.203,98.74,C,Praca stabilna
2026-09-16T05:40:00.000Z,50,49.802,46.675,42,42.184,44.421,122.004,6.217,98.758,C,Praca stabilna
2026-09-16T05:45:00.000Z,50,49.706,46.483,42,42.164,44.574,121.884,6.23,98.775,C,Praca stabilna
2026-09-16T05:50:00.000Z,50,49.636,46.336,42,42.156,44.713,121.738,6.242,98.791,C,Praca stabilna
2026-09-16T05:55:00.000Z,50,49.595,46.252,42,42.155,44.835,121.567,6.255,98.805,C,Praca stabilna
